t,2551,1660,2999
t,4430,3018,57732
t,930,1424,8953
t,3649,2629,34188
t,2826,3486,73363
t,2699,1559,2306
t,1632,3852,30484
t,2426,4116,9598
t,3961,1253,41676
t,3986,879,53446
t,3991,3430,11458
t,1989,4212,55828
t,4721,142,42253
t,25,3791,86234
t,4212,2969,4721
t,2574,668,57632
t,1231,2300,92836
t,3066,1079,61953
t,2664,40,69558
t,691,4026,55437
t,4137,4369,43867
t,1946,1358,63080
t,2774,2431,49574
t,26,2456,98366
t,2611,3020,16335
t,3683,1946,68356
t,1314,3177,62008
t,4150,1244,63087
t,2454,260,33127
t,2011,951,18505
t,3799,1440,97874
t,4017,3387,90585
t,3448,1161,54368
t,3022,2539,98177
t,1387,1502,56197
t,4073,186,18144
t,2428,1500,2673
t,4436,2002,40269
t,2522,808,40529
t,2001,4171,61481
t,1857,2970,72921
t,1083,3340,2660
t,1667,1788,90173
t,2386,1162,77712
t,562,3901,84215
t,1759,2975,30753
t,1254,1755,58605
t,278,2543,60608
t,547,66,47768
t,1075,3419,56940
t,3907,276,76262
t,1828,2711,49602
t,839,4378,72743
t,1012,1765,78905
t,3723,3679,82807
t,4289,438,17134
t,41,3044,33889
t,3646,3323,11433
t,605,3870,12851
t,4724,1297,87622
t,1663,205,54250
t,4277,3385,26962
t,3878,4224,12692
t,2972,236,49457
t,3229,312,84489
t,1035,953,24927
t,4520,2347,54324
t,4760,2345,42647
t,2544,4302,62869
t,1746,4026,39166
t,4367,690,65723
t,3617,1319,99108
t,578,197,74685
t,3269,4522,49921
t,4078,2751,51585
t,3566,138,63891
t,4844,4658,1238
t,519,4418,54935
t,3165,3315,69237
t,2385,61,8263
t,1551,4429,45305
t,3625,4398,72976
t,2733,1328,8174
t,2417,4597,89048
t,3689,27,61799
t,1626,4945,58289
t,516,1142,62947
t,3105,1661,58717
t,3039,1179,57032
t,2275,3564,3446
t,1889,1467,52875
t,3546,93,92273
t,1521,4178,48601
t,1046,1595,34550
t,1445,1636,15930
t,3243,3262,77227
t,2883,130,43369
t,829,3235,1383
t,898,1274,77562
t,4281,4901,67478
t,2726,3143,10298
t,1952,3041,55391
t,4224,4562,34569
t,4176,1961,22516
t,78,3406,85504
t,1007,3002,75119
t,4585,2237,55249
t,4306,3067,43485
t,688,317,94759
t,4601,950,11013
t,3430,3677,84156
t,3727,1981,92197
t,469,2558,8111
t,1389,1734,56424
t,256,3164,26183
t,760,523,95537
t,878,109,22774
t,1126,4415,87193
t,962,1455,63862
t,721,2408,9813
t,3085,838,44842
t,2240,918,21823
t,788,1387,49381
t,250,4129,92468
t,3026,4385,85632
t,4208,145,61156
t,1096,2375,12617
t,3869,4854,67032
t,2414,816,74839
t,1275,2889,13599
t,2439,974,50789
t,2280,4566,96707
t,455,1706,39447
t,4835,1957,13576
t,3654,4983,74313
t,4286,543,90811
t,1793,1639,38186
t,4409,1860,4392
t,2792,4274,209
t,3982,1902,69450
t,2580,4341,6777
t,3368,1622,96343
t,1427,2077,79402
t,2225,3264,31359
t,2152,1919,57694
t,1464,2557,84589
t,2274,4350,91228
t,1812,111,33088
t,1203,2903,13715
t,2763,1885,80617
t,3565,817,59958
t,341,537,12932
t,3035,1964,61361
t,2436,4189,54626
t,146,2693,17897
t,2839,4158,20454
t,2427,2784,56156
t,6,4596,21267
t,4446,2152,15522
t,4512,1267,13759
t,128,4832,29576
t,1437,1525,30113
t,4369,4561,12078
t,2081,3349,47619
t,1706,3496,50313
t,954,2687,10823
t,2759,1467,3607
t,3914,1473,83204
t,1532,2271,86708
t,2053,1783,14327
t,811,1911,35512
t,386,4701,57037
t,499,422,7950
t,3928,2503,51300
t,2898,562,34796
t,4562,1516,48835
t,384,4276,45302
t,3991,4542,31776
t,3546,1075,90399
t,1605,3128,2183
t,931,292,80446
t,1442,678,85147
t,4831,2529,45569
t,2780,2809,23073
t,431,2060,4987
t,226,1622,76503
t,413,2007,90779
t,714,2350,20322
t,3841,896,2749
t,4240,2501,20877
t,1422,4784,37521
t,1867,2579,49552
t,3366,2410,87081
t,3934,190,11243
t,3358,1974,53303
t,3344,2200,96277
t,1199,3965,18284
t,3329,4680,55634
t,2,3521,7882
t,2750,2761,61735
t,4979,535,47872
t,2499,3755,85451
t,2050,2121,47861
t,483,1055,59403
t,3077,766,71377
t,1379,462,34930
t,4007,1661,98895
t,2291,4991,8575
t,4276,4993,28449
t,3510,4096,32562
t,1596,4075,23098
t,4467,2926,96853
t,4917,1329,38974
t,2777,1812,11381
t,3532,4889,37147
t,4908,2620,53962
t,1189,1627,5623
t,1436,270,31966
t,10,899,53312
t,4810,761,72408
t,2372,2357,42835
t,1821,1825,2113
t,3673,1742,83442
t,3998,872,90254
t,1730,756,66495
t,229,2016,65467
t,4190,3206,83447
t,4812,4642,38717
t,3130,1004,35968
t,1441,815,66729
t,3848,4539,9087
t,3034,1360,10912
t,146,1385,74006
t,3588,1735,46230
t,193,3465,86986
t,3040,46,355
t,3506,4236,88561
t,1952,401,99555
t,2021,3531,25559
t,2988,4972,27726
t,4717,172,22265
t,155,4558,64977
t,2418,4704,36362
t,2775,4644,24449
t,4005,1190,7915
t,2342,4230,72961
t,2696,2736,73550
t,2608,1041,98951
t,2162,3062,97482
t,2721,1050,38806
t,1798,2119,78978
t,415,2274,93536
t,391,4692,84592
t,1753,2468,35589
t,2553,2825,36779
t,467,1519,87361
t,4780,4216,20097
t,4681,1824,67490
t,3631,339,35552
t,2464,4412,92955
t,1269,1210,6426
t,1598,1625,85053
t,1485,2017,56097
t,1076,122,93565
t,3016,4027,92742
t,4794,4495,24262
t,3506,627,4830
t,4955,308,23006
t,2444,291,78345
t,4348,2755,29109
t,3654,376,70320
t,79,1974,73297
t,131,3459,86666
t,2580,887,63140
t,1144,3904,27168
t,238,50,3015
t,851,4909,79994
t,680,4864,31654
t,37,2308,56945
t,4734,3008,86052
t,3842,1662,41428
t,513,3094,18402
t,162,4577,43213
t,1827,2157,452
t,1319,4654,25708
t,3486,4892,72111
t,2852,743,27020
t,2845,2775,26884
t,4498,4164,39192
t,2794,3898,32201
t,197,2741,15215
t,1624,4606,78309
t,1377,4768,22887
t,941,1596,5044
t,1392,2915,34698
t,2100,2753,20942
t,4210,1957,88037
t,1229,4802,40812
t,3112,652,34977
t,3655,4798,65227
t,2207,4995,44320
t,2422,2971,58927
t,730,4348,98695
t,4968,289,66643
t,12,1681,25910
t,1061,133,20015
t,2003,4343,51972
t,39,1924,18126
t,851,36,33778
t,2179,44,4928
t,3757,2251,84923
t,3077,1025,47894
t,2003,1756,28594
t,2049,3076,53883
t,44,3088,56917
t,953,4150,47050
t,2320,1153,12746
t,4291,1192,64670
t,2417,3395,46059
t,2546,1926,96103
t,2474,684,79706
t,2396,113,95732
t,1642,3468,38840
t,235,1869,31916
t,4118,1913,96357
t,2386,4219,50507
t,787,1539,48012
t,4884,830,60556
t,4554,3247,45304
t,1964,794,37230
t,4418,3268,34266
t,475,2016,80731
t,1206,3658,19199
t,1397,3894,81069
t,3313,4364,32982
t,4669,3102,17201
t,1527,3889,53740
t,4538,3774,10923
t,1445,4680,74170
t,1748,2996,26316
t,330,3766,55936
t,4595,4241,47953
t,326,448,82963
t,876,1845,56857
t,3296,1510,72573
t,2630,2531,70675
t,4830,4058,30917
t,4922,4948,66043
t,2196,1394,57075
t,1365,4494,50071
t,4033,4824,73837
t,4968,4420,8078
t,4272,1098,64878
t,2235,3326,83076
t,443,1623,10938
t,3016,4253,28470
t,42,435,18880
t,958,1709,30181
t,3352,3905,22927
t,426,1623,42421
t,1848,2008,42246
t,2036,1976,73018
t,1466,1249,15468
t,2695,4836,5146
t,770,279,6769
t,3060,3295,2374
t,1529,4690,9162
t,1760,648,97223
t,3292,353,77481
t,1218,779,24104
t,4991,3980,12464
t,2236,1016,49440
t,1605,2482,32041
t,3424,178,43229
t,3569,2300,23509
t,1690,360,78156
t,415,3241,77846
t,4576,2,69847
t,3151,3294,20200
t,631,865,2331
t,4734,856,66311
t,2197,4444,2328
t,2988,2401,51162
t,1381,825,77692
t,4609,746,64993
t,4469,2436,40353
t,2625,2852,64947
t,470,3780,41301
t,316,1931,15947
t,515,2562,11812
t,4198,3648,4020
t,508,2197,18464
t,4187,1538,60865
t,349,4271,63042
t,3040,3880,13789
t,3032,3350,36225
t,4737,2327,65429
t,4683,2797,10562
t,2335,3114,68845
t,3281,4981,1408
t,93,4179,81408
t,4112,1040,88606
t,3928,227,21496
t,4792,576,95767
t,2834,4969,70999
t,1622,4353,54349
t,4198,4090,73028
t,979,125,55826
t,1540,3812,5292
t,384,2094,25273
t,3143,2187,50805
t,4551,2651,31845
t,4508,2931,87072
t,2355,2724,84001
t,3121,1910,83970
t,4119,4884,68323
t,4820,434,93766
t,2847,1413,25243
t,24,4305,4056
t,315,4690,46150
t,1940,4185,79689
t,2744,88,8692
t,940,948,51624
t,4363,3303,85700
t,3363,2776,73962
t,3684,1896,30198
t,3359,3068,90632
t,3476,2267,53398
t,3718,2292,12703
t,4125,2607,53745
t,1626,4547,94283
t,2666,3643,99371
t,2710,935,6672
t,685,299,4975
t,1384,14,22752
t,1697,3699,31000
t,1894,3410,420
t,3877,1886,87687
t,3626,1956,64979
t,1329,2434,53939
t,1425,412,79838
t,2059,3079,9834
t,1430,2141,75769
t,3101,2826,81068
t,4427,562,42435
t,3530,2259,27486
t,881,505,20896
t,1300,4382,49134
t,339,3009,37442
t,1669,690,89876
t,607,3467,85289
t,1797,527,19720
t,1630,3309,1861
t,2398,1410,16039
t,4818,2189,31601
t,2252,720,38860
t,1089,1601,84365
t,1984,4254,75099
t,2469,4593,48108
t,4910,1262,65150
t,1138,3222,63618
t,2778,19,54145
t,2497,1649,68806
t,709,399,81568
t,1747,217,13757
t,3347,3821,20829
t,3558,4910,33783
t,2922,3246,53037
t,3020,715,82630
t,2480,1978,20244
t,2629,3116,3466
t,2598,894,28485
t,3094,4743,5134
t,1899,452,41886
t,3466,3551,87103
t,2223,3250,32277
t,4403,1808,72187
t,3185,1082,76786
t,1221,4102,78853
t,202,2934,15831
t,446,564,10299
t,3911,4514,31193
t,2396,2609,47288
t,3881,4508,44092
t,766,2975,37643
t,4221,1550,92245
t,1497,953,14053
t,35,4139,36487
t,3172,1712,1942
t,2025,3267,74876
t,4207,3713,36792
t,4506,3976,51307
t,698,2724,88916
t,2986,2958,34776
t,3429,3724,54103
t,1072,4297,60653
t,3316,2146,7959
t,3721,3534,13450
t,207,1706,46514
t,2148,83,89781
t,3376,4291,63494
t,167,3797,3823
t,2825,847,6547
t,1740,185,9505
t,2868,3615,54582
t,1970,1039,28879
t,3975,707,97378
t,3285,4428,15912
t,1734,988,93970
t,4599,4488,94054
t,4380,2864,48345
t,4225,4384,83494
t,3047,2209,30693
t,946,302,20879
t,450,3170,30846
t,1383,140,81885
t,1614,467,98944
t,3991,3752,63373
t,4902,1838,60713
t,3871,1438,60201
t,4276,818,69418
t,2620,43,8802
t,2465,4443,46011
t,3158,389,86313
t,4036,2191,80835
t,1233,3575,67328
t,4469,189,22795
t,3412,532,71548
t,3136,1786,43386
t,3848,657,84824
t,401,4934,1994
t,4818,3906,58390
t,4971,1372,57833
t,981,4530,39574
t,3646,4918,13117
t,4480,1151,16692
t,1807,1972,28233
t,954,384,28765
t,2501,3521,66903
t,2238,3721,3913
t,3414,4122,50199
t,407,292,54105
t,148,263,31829
t,2980,2597,97711
t,3905,2595,72629
t,2022,2075,20132
t,65,235,22104
t,3298,1189,77489
t,3414,42,82362
t,317,3632,81083
t,4229,2046,66558
t,779,3806,91850
t,4883,3954,98466
t,3064,3287,32415
t,774,2192,80010
t,3403,566,38437
t,4886,632,58672
t,3342,282,96213
t,2182,3696,22607
t,4543,365,97592
t,1977,946,5990
t,3534,1725,49796
t,1736,2961,20103
t,1553,1025,74742
t,3967,1799,53286
t,3976,1554,68853
t,2412,1441,54485
t,2436,4783,54767
t,0,1965,14815
t,2607,2860,1533
t,198,4837,18831
t,2539,4724,16909
t,2335,1460,49870
t,3789,4365,82247
t,3530,3332,79046
t,1815,3660,61953
t,667,1072,34746
t,1503,3508,35881
t,1269,4861,59198
t,2436,2468,87058
t,3968,4018,33247
t,4150,1557,47971
t,1058,244,55783
t,927,385,55148
t,4525,3915,94832
t,4923,2083,38492
t,1875,4102,24565
t,2972,606,44425
t,3852,3227,94286
t,3049,2015,13106
t,106,2335,98476
t,3352,1486,56386
t,2675,2544,36630
t,3457,4824,92016
t,4957,4349,97283
t,4788,4272,5718
t,3280,2499,69821
t,4196,471,76779
t,4972,4323,81358
t,610,3724,98374
t,67,3830,45709
t,3543,3535,42195
t,4928,1210,4740
t,2909,1019,15916
t,1276,976,25265
t,4911,2117,60890
t,628,1749,84741
t,1800,945,31565
t,3578,2269,20888
t,4936,2879,44613
t,4661,4299,89795
t,369,2842,89682
t,3916,4122,92244
t,3655,3383,53264
t,922,4660,60592
t,2538,923,92709
t,3427,1551,20810
t,4520,4704,53107
t,1084,3282,50377
t,3323,4570,39608
t,4287,583,33907
t,434,953,31749
t,115,4869,22223
t,2359,4876,25607
t,622,798,66619
t,2565,3336,42542
t,1626,3116,75445
t,2435,3988,35149
t,542,72,14784
t,918,4747,95706
t,1877,4035,76290
t,784,4469,2243
t,3884,936,48464
t,1107,3295,3340
t,3065,269,15490
t,4683,2835,10178
t,3576,4461,48294
t,4020,1896,63634
t,521,3790,38706
t,1656,1060,43454
t,2361,2938,38841
t,3650,3722,14662
t,2244,3958,60598
t,707,65,68894
t,398,4482,9163
t,2239,517,58350
t,2417,4093,92811
t,2062,4466,66060
t,696,1339,31202
t,753,2995,22263
t,558,356,95201
t,4398,359,275
t,411,2603,69233
t,1009,4663,24299
t,4902,1413,40133
t,416,3653,50651
t,3766,2422,31096
t,2928,4484,56914
t,339,1532,63253
t,1541,2286,81248
t,3803,2844,22957
t,355,3595,64668
t,629,4006,8623
t,4861,15,19638
t,511,1269,1052
t,644,3038,1057
t,1294,3156,13479
t,3741,2436,19315
t,655,4128,65848
t,3907,669,24486
t,1507,824,38682
t,815,1179,47277
t,482,3160,97636
t,456,3021,34003
t,94,3533,41625
t,1145,4177,29663
t,3553,1823,89171
t,3383,1916,12959
t,4049,2571,67087
t,1248,2831,82756
t,733,690,14932
t,4415,1505,42463
t,1691,3339,65623
t,678,3795,53645
t,4681,3889,63530
t,1305,1386,19059
t,2319,1291,87234
t,1489,4674,99150
t,4447,3724,11722
t,1534,4972,20905
t,641,2058,91595
t,1925,1473,79452
t,4387,4516,49143
t,1362,195,9290
t,6,4876,79532
t,4887,2533,77270
t,3945,4852,3562
t,1178,1341,88236
t,1679,2140,83312
t,4752,26,54637
t,656,668,26695
t,3602,3945,38168
t,4405,4684,69036
t,3547,1046,84231
t,2837,2404,50459
t,3720,2291,92992
t,989,2588,57844
t,4550,3766,50537
t,4138,1798,84030
t,2449,1550,9056
t,2085,2207,41076
t,3779,809,95021
t,3298,215,29706
t,2334,114,10752
t,2916,4303,8157
t,3375,3023,1800
t,2718,4013,94389
t,1914,4915,89507
t,3802,4053,86305
t,2831,2855,12856
t,1887,4940,6415
t,2962,72,58576
t,4335,4722,65143
t,4040,2056,75258
t,1143,1325,30913
t,651,4700,78937
t,3803,3770,29302
t,3191,684,69217
t,4049,4487,19623
t,354,3670,47478
t,4561,557,7418
t,975,4872,58842
t,902,4207,39917
t,1045,4599,86973
t,2654,2094,49650
t,3566,4098,45702
t,3854,2901,84473
t,4507,1092,56509
t,3724,1493,12348
t,3346,1847,36019
t,823,2760,52928
t,4592,87,87800
t,4786,990,68359
t,4702,3387,24310
t,3026,2393,82757
t,2676,2311,51855
t,3377,2518,49756
t,4201,2025,87200
t,710,2101,53693
t,3057,1799,51893
t,427,3974,94653
t,3355,3567,21093
t,2506,4705,73435
t,2217,759,16822
t,1526,3785,75567
t,4282,2813,47878
t,1136,2543,45396
t,2243,1744,97422
t,4442,3806,89523
t,3135,3216,41323
t,27,3643,16649
t,1031,3350,90216
t,2123,857,86273
t,557,3074,12032
t,3730,952,87170
t,4296,1587,44983
t,3526,4075,63878
t,3921,1319,95623
t,2694,761,45781
t,3569,248,93997
t,1243,275,8993
t,2891,2659,27343
t,4459,1134,69552
t,731,1692,3978
t,4115,1774,71283
t,1284,2423,37870
t,2618,949,71945
t,2848,4870,23264
t,3470,3917,95378
t,602,2486,25626
t,4599,3729,82254
t,3591,1620,59913
t,2285,2431,96047
t,1837,3163,64091
t,2166,3630,97218
t,3448,1266,54641
t,1317,236,590
t,4614,3084,96812
t,2877,2906,40729
t,4606,3509,38215
t,232,3108,63296
t,3837,3051,16269
t,3749,336,3700
t,1147,3525,28215
t,1590,692,1845
t,159,4140,44463
t,4799,1810,84700
t,1740,1424,2784
t,3551,653,27043
t,4280,260,70552
t,3846,1844,60012
t,2142,681,4415
t,3410,782,31103
t,3461,3281,9629
t,1676,4871,76673
t,3520,1382,87165
t,2983,1181,78975
t,4034,4273,40399
t,1817,2825,11053
t,3859,3457,2665
t,762,2303,24509
t,2125,797,75190
t,1539,559,30972
t,2642,4021,4253
t,2270,697,75477
t,294,569,58211
t,2458,4904,90745
t,1433,3938,90018
t,3183,2108,69195
t,4235,2319,52652
t,3251,3082,11308
t,2759,207,8457
t,4300,3099,44017
t,1623,741,38038
t,2228,4363,35087
t,4056,4657,20656
t,2266,2115,55561
t,3010,4900,24499
t,3028,3084,62959
t,3574,3671,65279
t,1226,1923,34713
t,3885,4682,31272
t,2341,3983,59371
t,2709,606,50112
t,746,2834,45827
t,832,1890,90484
t,2840,509,3952
t,3400,3519,48852
t,4250,2899,98288
t,3561,1474,46960
t,3839,4052,13883
t,3551,2937,39917
t,1174,1630,252
t,545,4340,25859
t,2008,1438,70045
t,2835,3623,8288
t,4670,1463,15149
t,3621,1215,48668
t,3825,1817,31568
t,2112,378,49394
t,4071,569,38446
t,4305,4120,42735
t,4222,1647,54365
t,4473,2192,50057
t,1683,552,67848
t,3080,3387,26471
t,2719,3058,79286
t,2867,3031,81853
t,1534,1856,58670
t,4453,3969,89049
t,198,4392,54618
t,3643,3698,90091
t,2729,2920,26738
t,2094,2393,40282
t,3502,429,97186
t,1349,3509,10574
t,4171,1228,19984
t,3456,4095,13015
t,308,1981,71224
t,330,2787,76545
t,730,2985,75937
t,347,2981,99635
t,1789,710,3907
t,4878,4156,72653
t,1511,4011,48082
t,3697,1712,32943
t,622,884,19171
t,605,692,54618
t,4971,2353,87951
t,1194,2683,50738
t,2738,4765,25076
t,27,112,49409
t,4661,3254,66471
t,4920,4484,30628
t,2572,996,24639
t,2005,1045,16351
t,4947,1667,48587
t,4117,2272,632
t,86,3595,37985
t,3036,4790,52020
t,126,3880,31785
t,1553,3907,48249
t,961,4921,91503
t,2431,4841,37340
t,4410,3765,93336
t,400,770,89381
t,3103,717,52400
t,1689,1186,69672
t,2320,2624,19619
t,1656,660,24409
t,27,2138,9642
t,1811,3691,18549
t,1412,1004,99822
t,2914,4788,24663
t,1605,550,98428
t,4940,951,69198
t,672,406,86267
t,3071,2095,68805
t,4094,768,71429
t,3713,3776,82090
t,4473,3804,580
t,4114,1967,35624
t,4015,3379,52980
t,3836,2646,2768
t,4851,4251,48319
t,3278,544,30622
t,3828,1216,66028
t,1446,640,19475
t,251,1086,91595
t,1679,4799,20372
t,120,625,90528
t,700,1091,17495
t,1323,106,65875
t,4302,295,43521
t,3422,146,4124
t,3092,4776,24668
t,3713,4956,27237
t,1092,1403,47877
t,566,1654,88963
t,2161,4685,70115
t,3884,4806,32092
t,4411,1858,68183
t,3257,4533,29642
t,4131,3835,99937
t,4003,3609,36435
t,3127,1701,37563
t,4146,1766,72520
t,1382,2858,60275
t,610,4777,53281
t,925,1938,22966
t,1039,2174,67772
t,4482,1585,4630
t,2664,4842,69163
t,2305,326,14351
t,3593,681,59312
t,1379,160,52366
t,3942,4307,24132
t,1461,2041,73343
t,3087,2652,3120
t,1367,4929,21410
t,4332,2320,48584
t,3456,1802,91521
t,4437,4466,67715
t,4952,3124,59393
t,654,1717,10075
t,4965,3097,56587
t,2330,2039,90894
t,2814,4852,89288
t,2508,2939,83292
t,1979,4306,78221
t,3388,4990,60541
t,3323,3446,62343
t,4843,4236,51809
t,3909,4188,74933
t,3302,4842,48003
t,4728,4807,91100
t,1314,3490,74491
t,2208,2656,54343
t,2847,1516,23634
t,1138,3495,19292
t,4358,3235,64282
t,4898,1558,59081
t,2240,2753,24669
t,400,3014,13857
t,333,1316,73699
t,3335,1044,79858
t,786,2359,84700
t,276,919,28708
t,970,3766,85224
t,955,4904,90071
t,246,4262,48306
t,879,512,41216
t,1311,2752,60321
t,979,3152,73336
t,4835,4837,39652
t,4885,4524,2049
t,1095,310,84408
t,794,1938,26679
t,854,4260,85445
t,1077,215,76701
t,1148,461,62315
t,805,2693,2827
t,2021,4004,76931
t,2341,1336,20083
t,676,2523,56273
t,1680,2409,797
t,3728,4856,77460
t,3135,2002,60750
t,1165,2856,5011
t,1609,286,50226
t,4661,1434,32040
t,1975,2239,14733
t,1153,612,90089
t,3083,2954,66425
t,4517,4982,90301
t,789,1662,19062
t,2938,390,48918
t,397,4877,80920
t,2498,1042,43777
t,2508,4003,39063
t,4086,3664,56849
t,1125,1991,45440
t,2209,3144,46053
t,3649,1227,35359
t,1426,745,70341
t,1726,2886,7004
t,787,824,47394
t,4704,2573,92272
t,1975,72,84666
t,2103,3932,93670
t,2517,3018,12334
t,4365,495,35678
t,1157,2704,33822
t,2209,1354,50
t,2567,2780,87147
t,2907,858,35033
t,4910,1645,60858
t,3656,2701,74783
t,2279,4676,4855
t,1944,1780,88788
t,613,649,76806
t,4299,15,17302
t,4976,2524,41358
t,3797,4733,39064
t,198,3652,93196
t,3696,2911,94054
t,3729,4174,77051
t,938,2830,74752
t,720,109,781
